X,Y,Z
5.330000,-15.130000,-63.610000
5.530000,-15.360000,-63.520000
-14.430000,5.830000,-13.890000
5.660000,-15.450000,-63.670000
-14.780000,5.650000,-14.310000
5.500000,4.630000,35.400000
5.900000,-16.720000,-63.410000
5.490000,4.810000,35.650000
6.320000,5.740000,35.570000
5.600000,-15.370000,-63.560000
5.950000,4.800000,35.330000
5.520000,4.950000,35.470000
-15.690000,6.550000,-14.060000
5.500000,4.640000,35.380000
5.250000,-15.720000,-63.720000
-14.380000,5.770000,-13.960000
-14.590000,5.960000,-14.150000
-14.840000,5.960000,-13.870000
-14.540000,5.640000,-14.180000
5.270000,4.810000,35.390000
5.440000,5.000000,35.650000
5.330000,4.730000,35.360000
5.360000,4.710000,35.390000
-14.680000,5.880000,-14.020000
5.640000,4.670000,35.300000
-14.550000,5.680000,-13.940000
5.390000,4.830000,35.650000
5.460000,4.660000,35.360000
6.670000,5.690000,35.290000
-14.450000,5.650000,-14.050000
-14.500000,5.600000,-14.080000
5.570000,-15.360000,-63.770000
5.480000,-15.180000,-63.410000
6.440000,5.710000,35.630000
6.520000,5.680000,35.650000
6.440000,5.840000,35.650000
-15.740000,6.420000,-13.940000
5.400000,4.690000,35.370000
-14.530000,5.640000,-14.150000
-15.710000,6.300000,-13.930000
